name,occurrences,essays
"Luigi XIV- re di Francia","6","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;Il viandante nella mappa;La Colonna Traiana raccontata;L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"Luigi XV- re di Francia","1","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;"
"Luigi XVI- re di Francia","2","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;Roberto Calasso, La rovina di Kasch;"
"Luigi XVII- re di Francia","1","Roberto Calasso, La rovina di Kasch;"
"Lukacs Gyorgy","11","L'antitesi operaia;Perec, La vita istruzioni per l'uso;Bachtin;Brecht;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Le sorti del romanzo;Questioni sul realismo;Vittorini: progettazione e letteratura;Gian Carlo Ferretti, Il best-seller all'italiana;Libri per la discussione;Filosofia e letteratura;Quattro domande sul cinema italiano;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Nord e Roma-Sud;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;"
"Lussu Emilio","1","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Lutero Martin (Luther Martin)","3","Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Indice dei periodici;L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Grassi e magri;"
"Luzi Mario","1","Inchiesta;"
"Lysenko Trofim Denisovic","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Macchia Giovanni","9","La conoscenza pulviscolare in Stendhal;La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;L'antitesi operaia;Aleksandr Fadeev, La disfatta;"
"Machiavelli NiccoloÃÄ","7","Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;Due interviste su scienza e letteratura;Guida alla Chartreuse a uso dei nuovi lettori;Vittorini: progettazione e letteratura;Novelline popolari siciliane di Giuseppe Pitrè Territori limitrofi: il fantastico, il patetico, l'ironia;Letteratura e potere (su un saggio di Alberto Asor Rosa);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;Celeste Negarville;"
"Maestri Anna","1","Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;"
"Magarshack David","1","Pavese: essere e fare;I piccoli uomini di Anton Cechov;"
"Magellano Ferdinando","2","Natura e storia nel romanzo;Il viandante nella mappa;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Maglione Milvia","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Magnani Anna","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Magnasco Alessandro","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Liguria;"
"Magone","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Magris Claudio","4","Il rapporto con la luna;Che cosa vuol dire «rispettare la vita»;"
"Mailer Norman","2","Il mondo alla rovescia;Cartoline dall'America;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;"
"Mailly-cavalieredi","1","L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;"
"MaistreJoseph de","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Una pietra sopra;"
"Majakovskij Vladimir Vladimirovic","11","La sfida al labirinto;mondo è un carciofo (per Carlo Emilio Gadda);il futuro ha un cuore antico di Carlo Levi;Carlo Levi, Il quaderno a cancelli;L'italiano, una lingua tra le altre lingue;Questioni sul realismo;Vittorini: progettazione e letteratura;La «tematica industriale»;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Cartoline dall'America;Definizioni di territori: il fantastico;Diario americano 1960;"
"Malerba Luigi","3","La sfida al labirinto;Luigi Malerba, Le parole abbandonate;"
"Malibran (Maria de la Felicidad)","1","Natura e storia nel romanzo;Scrittori che disegnano;"
"MallarmeÃÅ SteÃÅphane","17","Vittorini: progettazione e letteratura;Perché leggere i classici;Filosofia e letteratura;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;La penna in prima persona (Per i disegni di Saul Steinberg);I livelli della realtà in letteratura;Scrittori che disegnano;Tre correnti del romanzo italiano d'oggi;3. Esattezza;5. Molteplicità;Appendice: Cominciare e finire;L'antitesi operaia;Omaggio a Octavio Paz;La filosofia di Raymond Queneau;Il libro, i libri;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lo sguardo da lontano di Claude Lévi-Strauss;"
"Malory Thomas","1","Vittorini: progettazione e letteratura;Libri di cavalleria: Tírant lo Blanc;"
"Malraux AndreÃÅ","7","Natura e storia nel romanzo;Prima dell'alfabeto;Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;L'antitesi operaia;Hemingway e noi;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Questioni sul realismo;Il mondo alla rovescia;Cartoline dall'America;"
"Maltz Albert","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Mancini Antonio","1","La sfida al labirinto;Silvio Micheli, Pane duro;"
"Mandeville Bernard de","1","Giammaria Ortes;"
"Manganelli Giorgio","24","Natura e storia nel romanzo;Un progetto di pubblico;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Pavese: essere e fare;Carlo Collodi, Pinocchio;La «belle époque» inaspettata;Poe tradotto da Manganelli;La sfida al labirinto;Notizia su Giorgio Manganelli;Manganelli, Hilarotragoedia;Manganelli, Centuria;Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;Il rapporto con la luna;Che cosa vuol dire «rispettare la vita»;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;"
"Mangano Silvana","2","Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;"
"Manguel Alberto","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"MannThomas","20","L'antitesi operaia;Perec, La vita istruzioni per l'uso;Il mondo alla rovescia;Cartoline dall'America;Tre correnti del romanzo italiano d'oggi;5. Molteplicità;Appendice: Cominciare e finire;Dialogo di due scrittori in crisi;Henry James, Daisy Miller;Dino Buzzati;Brecht;Manniano all'incontrario;L'italiano, una lingua tra le altre lingue;Le sorti del romanzo;Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;Filosofia e letteratura;Glí amori difficili dei romanzi coi film;La noia a Venezia;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);L'agio dei libri;II romanzo come spettacolo;Palomar nel Massachusetts;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Felice Balbo;"
"Mansfield Katherine","3","La sfida al labirinto;È stato così di Natalia Ginzburg;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Dino Buzzati;"
"Manuel Frank E.","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Bibliografia della critica;"
"Manuzio Aldo","1","Tre correnti del romanzo italiano d'oggi;2. Rapidità;"
"Manzini Gianna","1","Inchiesta;"
"Manzoni Alessandro","27","Natura e storia nel romanzo;I Promessi Sposi: il romanzo dei rapporti di forza;La sfida al labirinto;La Meditazione milanese;II Pasticciaccio;L'esattezza e il caso (per Tommaso Landolfi);L'altrui mestiere di Primo Levi;Silvio Micheli, Un figlio ella disse;L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;Amica ironia di Guido Almansi;Un'antologia di racconti «neri»;Due interviste su scienza e letteratura;Al di là della paura;"
"Manzoni Carlo","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Vittorio Metz;"
"Mao Tse-Tung","2","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Sono stato stalinista anch'io?;"
"Maometto","2","Dialogo di due scrittori in crisi;Washington Irving;Le sette principesse di Nezami;"
"March Fredric","1","il dottor Jekyll tradotto da Fruttero & Lucentini;"
"Marchetti Giovanni","1","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);"
"MarchianoÃÄ Grazia","1","Pavese: essere e fare;Carlo Collodi, Pinocchio;"
"Marcovecchio Aldo","1","La sfida al labirinto;Carlo Levi, Il quaderno a cancelli;"
"Marcus Steven","1","Natura e storia nel romanzo;Gli dèi della città;"
"Marcuse Herbert","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Indice dei nomi;"
"Margherita Teresa- infanta di Spagna","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Mari Enzo","1","Vittorini: progettazione e letteratura;Palomar e la foresta genealogica;"
"Maria Antonietta- regina di Francia","1","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;"
"Marinetti Filippo Tommaso","4","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;La «Biblioteca romantica» Mondadori;"
"Marino Giambattista","2","Dialogo di due scrittori in crisi;Le sette principesse di Nezami;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;"
"Mario Gaio","1","Natura e storia nel romanzo;II maiale e l'archeologo;"
"Mariotti Giovanni","1","Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;"
"Marlowe Christopher","1","Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Martin Etienne","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Martinelli Tristano","1","Gianni Celati, Comiche;"
"Martini Fausto Maria","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Martini Ferdinando","4","Pavese: essere e fare;Carlo Collodi, Pinocchio;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Marussig Guido","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Album di francobolli;"
"Marx Chico","4","Natura e storia nel romanzo;Il sigaro di Groucho;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Gianni Celati, Comiche;"
"Marx Groucho","4","Natura e storia nel romanzo;Il sigaro di Groucho;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Gianni Celati, Comiche;"
"Marx Harpo","4","Natura e storia nel romanzo;Il sigaro di Groucho;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Gianni Celati, Comiche;"
"Marx Karl Heinrich","17","La sfida al labirinto;mondo è un carciofo (per Carlo Emilio Gadda);II Pasticciaccio;Natalia Ginzburg o le possibilità del romanzo borghese;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Le età dell'uomo;I ritratti del Duce;Per Fourier: 3. Commiato. L'utopia pulviscolare;Pavese: essere e fare;I capitani di Conrad;Roberto Calasso, La rovina di Kasch;L'antitesi operaia;Nekrasov, un caso di coscienza;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Saremo come Omero!;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;"
"Masaccio (Tommaso di Giovanni)","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Grassi e magri;"
"Mascolo Dyonis","1","Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Massaia Guglielmo","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Masters Edgard Lee","1","La sfida al labirinto;Pavese in tre libri;"
"Mastronardi Lucio","4","La sfida al labirinto;Ricordo di Lucio Mastronardi;"
"Masuccio Salernitano","1","Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;"
"Matacotta Franco","1","L'italiano, una lingua tra le altre lingue;Questioni sul realismo;"
"Matazone da Caligano","1","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;"
"Matta Sebastian","2","Per Sebastian Matta;"
"Matteotti Giacomo","1","Elio Vittorini, Il garofano rosso;"
"Matthiessen Francis Otto","1","Vittorini: progettazione e letteratura;Libri per la discussione;"
"Mattioli Raffaele","1","Un'amara serenità;In memoria di Sergio Solmi;"
"Maupassant Guy de","16","Natura e storia nel romanzo;Scrittori che disegnano;Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;Pavese: essere e fare;Joseph Conrad scrittore poeta e uomo di mare;Dialogo di due scrittori in crisi;Cento anni di Maupassant;Guy de Maupassant, Pierre et Jean;La sfida al labirinto;È stato così di Natalia Ginzburg;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;Filosofia e letteratura;Glí amori difficili dei romanzi coi film;"
"Mauriac FrancÃßois","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Mauss Marcel","3","L'antitesi operaia;Biffures di Michel Leiris;Vittorini: progettazione e letteratura;Sette fiasche di lacrime;"
"Mayer Hans","1","L'antitesi operaia;La filosofia di Raymond Queneau;"
"Mazzini Giuseppe","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Mazzoni Guido","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Mazzucchetti Lavinia","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Mc CafferyJohnK. M.","1","L'antitesi operaia;Hemingway e noi;"
"Mc CarthyJoseph","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Elezioni e cultura;"
"Merleau Ponty Maurice","1","La sfida al labirinto;Eugenio Montale, Forse un mattino andando;"
"MeÃÅleÃÅtinski Eleazar Moisevic","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Melman Seymour","1","L'antitesi operaia;Ricordo di Georges Perec;"
"Melotti Fausto","5","Natura e storia nel romanzo;Le effimere nella fortezza;Definizioni di territori: il comico;I segni alti (per Fausto Melotti);"
"Melville Herman","9","Natura e storia nel romanzo;I Promessi Sposi: il romanzo dei rapporti di forza;Tre correnti del romanzo italiano d'oggi;Le sculture e i nomadi;Pavese: essere e fare;Piccola antologia di ottave;Mark Twain, L'uomo che corruppe Hadleyburg;L'antitesi operaia;Sherwood Anderson scrittore artigiano;Perec, La vita istruzioni per l'uso;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;Definizioni di territori: il comico;Una mostra di William Turner;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Menandro","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Menard Pierre","1","Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"Mendeleev Dmitrij lvanovic","2","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Menelik- negus d'Etiopia","4","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Menjou Adolphe","1","Cecchi in Messico;"
"Menna Filiberto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;"
"Mercator Gerardo","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
"Mercier Louis SeÃÅbastien","1","La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;"
